2022-03-01;América-MG;5;1;Coritiba;
2022-03-02;Botafogo;3;4;América-MG;
2022-03-02;Goiás;4;4;América-MG;
2022-03-03;Coritiba;1;1;América-MG;
2022-03-04;América-MG;3;1;Botafogo;
2022-03-04;Athletico Paranaense;4;0;América-MG;
2022-03-05;América-MG;2;1;Fluminense;
2022-03-05;América-MG;5;1;Juventude;
2022-03-05;Santos;4;1;América-MG;
2022-03-07;Juventude;2;6;América-MG;
2022-03-08;América-MG;6;6;Ceará;
2022-03-08;São Paulo;1;1;América-MG;
2022-03-09;América-MG;2;4;Fortaleza;
2022-03-09;América-MG;1;5;São Paulo;
2022-03-09;Palmeiras;0;3;América-MG;
2022-03-11;América-MG;1;6;Cuiabá;
2022-03-13;América-MG;4;4;Palmeiras;
2022-03-13;América-MG;2;5;Santos;
2022-03-14;América-MG;2;6;Flamengo;
2022-03-14;América-MG;3;2;Goiás;
2022-03-16;Fortaleza;5;3;América-MG;
2022-03-17;Atlético-MG;0;6;América-MG;
2022-03-18;América-MG;0;3;Atlético-MG;
2022-03-19;América-MG;5;1;Internacional;
2022-03-19;Atlético-GO;0;5;América-MG;
2022-03-20;América-MG;2;2;Atlético-GO;
2022-03-20;Internacional;0;2;América-MG;
2022-03-21;Flamengo;2;5;América-MG;
2022-03-22;Cuiabá;2;1;América-MG;
2022-03-24;América-MG;0;0;Bragantino;
2022-03-24;Avaí;4;3;América-MG;
2022-03-24;Bragantino;2;6;América-MG;
2022-03-25;América-MG;4;4;Athletico Paranaense;
2022-03-25;América-MG;0;5;Avaí;
2022-03-25;Ceará;3;4;América-MG;
2022-03-26;Fluminense;2;3;América-MG;
2022-03-28;América-MG;5;0;Corinthians;
2022-03-29;Corinthians;0;1;América-MG;

