2022-03-01;Cuiabá;2;5;Fortaleza;
2022-03-02;Palmeiras;1;4;Cuiabá;
2022-03-03;Ceará;3;2;Cuiabá;
2022-03-03;Fortaleza;3;0;Cuiabá;
2022-03-03;Goiás;6;1;Cuiabá;
2022-03-05;Cuiabá;0;3;Goiás;
2022-03-06;Cuiabá;0;3;Avaí;
2022-03-06;Internacional;4;3;Cuiabá;
2022-03-06;Juventude;6;6;Cuiabá;
2022-03-07;Cuiabá;2;1;São Paulo;
2022-03-08;Athletico Paranaense;2;5;Cuiabá;
2022-03-08;Cuiabá;6;2;Santos;
2022-03-08;Fluminense;3;0;Cuiabá;
2022-03-09;Cuiabá;1;6;Atlético-GO;
2022-03-09;Cuiabá;5;5;Fluminense;
2022-03-09;Santos;3;6;Cuiabá;
2022-03-11;América-MG;1;6;Cuiabá;
2022-03-11;Bragantino;0;5;Cuiabá;
2022-03-12;Cuiabá;6;5;Athletico Paranaense;
2022-03-13;Avaí;6;5;Cuiabá;
2022-03-13;Corinthians;5;0;Cuiabá;
2022-03-13;Cuiabá;1;3;Corinthians;
2022-03-14;Cuiabá;3;2;Coritiba;
2022-03-15;Cuiabá;4;6;Botafogo;
2022-03-15;Cuiabá;0;0;Bragantino;
2022-03-16;Botafogo;1;3;Cuiabá;
2022-03-16;Cuiabá;4;3;Palmeiras;
2022-03-17;Atlético-MG;5;2;Cuiabá;
2022-03-17;Flamengo;0;5;Cuiabá;
2022-03-20;São Paulo;2;2;Cuiabá;
2022-03-21;Cuiabá;5;3;Atlético-MG;
2022-03-22;Atlético-GO;3;4;Cuiabá;
2022-03-22;Cuiabá;2;1;América-MG;
2022-03-24;Cuiabá;4;4;Flamengo;
2022-03-26;Cuiabá;5;4;Internacional;
2022-03-26;Cuiabá;6;2;Juventude;
2022-03-27;Coritiba;0;1;Cuiabá;
2022-03-28;Cuiabá;0;4;Ceará;

