2022-03-01;Internacional;3;6;Corinthians;
2022-03-02;Corinthians;1;6;Avaí;
2022-03-03;Juventude;5;2;Corinthians;
2022-03-04;Corinthians;3;0;Ceará;
2022-03-05;Corinthians;4;3;Athletico Paranaense;
2022-03-05;Fluminense;4;3;Corinthians;
2022-03-06;Ceará;5;3;Corinthians;
2022-03-06;Santos;0;6;Corinthians;
2022-03-06;São Paulo;0;3;Corinthians;
2022-03-08;Bragantino;6;3;Corinthians;
2022-03-08;Coritiba;2;3;Corinthians;
2022-03-10;Botafogo;3;3;Corinthians;
2022-03-11;Corinthians;4;2;Coritiba;
2022-03-11;Corinthians;2;5;São Paulo;
2022-03-11;Fortaleza;1;0;Corinthians;
2022-03-12;Corinthians;4;4;Atlético-GO;
2022-03-12;Corinthians;2;5;Juventude;
2022-03-12;Goiás;5;3;Corinthians;
2022-03-13;Corinthians;5;0;Cuiabá;
2022-03-13;Cuiabá;1;3;Corinthians;
2022-03-15;Corinthians;2;0;Goiás;
2022-03-19;Corinthians;1;2;Bragantino;
2022-03-20;Corinthians;1;1;Internacional;
2022-03-21;Atlético-GO;5;1;Corinthians;
2022-03-22;Corinthians;5;4;Botafogo;
2022-03-22;Corinthians;3;2;Fluminense;
2022-03-23;Avaí;1;6;Corinthians;
2022-03-25;Corinthians;4;4;Atlético-MG;
2022-03-26;Corinthians;5;3;Fortaleza;
2022-03-26;Palmeiras;5;3;Corinthians;
2022-03-27;Athletico Paranaense;6;6;Corinthians;
2022-03-27;Corinthians;2;3;Palmeiras;
2022-03-28;América-MG;5;0;Corinthians;
2022-03-28;Corinthians;4;0;Santos;
2022-03-29;Corinthians;0;1;América-MG;
2022-03-30;Atlético-MG;1;2;Corinthians;
2022-03-31;Corinthians;5;3;Flamengo;
2022-03-31;Flamengo;4;0;Corinthians;

